,username,beername,user_rating,user_review
3368,RyanK252,Imperial Stout,4.33,"2015 Bottle poured into a Founders Brewing Co snifter

A: Pours basically black with a frothy cocoa brown head that settles to a light layer and leaves a little nice lacing. 

S: Roasty, earthy, a little char, dark chocolate, coffee, molasses, burnt sugar, slight umami notes, and faint hints of dark fruit. 

T: Roasted malt, dark chocolate, black coffee, a little char, earthy, molasses a touch of toffee, and faint dark fruit on the finish. 

M: Full body, mild carbonation, creamy smooth. 

O: Somehow I think this one went straight from the store to my cellar and has been there ever since, so it's about time I crack into it! 
Total time capsule back to before every imperial stout was loaded up with adjuncts and it's aged beautifully. Another example of why Founders is quite possibly the best at brewing dark beers."
3369,trevormajor,Imperial Stout,4.69,"12 oz bottle, born on 11/5/19, poured into a snifter at 55 degrees F:
L - dark mahogany with a hazelnut head that lingered around the edges
S - roasted malt, molasses, bitter chocolate, coffee
T - follows the nose very well
F - thick mouthfeel with minimal carbonation
O - this beer lives up to the founders standard; it is supposed to age well and just under 2.5 years in it is still sensational"
3370,TooManyGlasses,Imperial Stout,4.43,"Single 12 ounce bottle from Founders in Grand Rapids Nov 2019 when travel was still a thing.
Pours pitch black with finger of creamy mildly reddish brown head.
Aroma of dark fruits, caramel, mildly roasty with notes of chocolate and just a hint of coffee.
Taste is rich with plummy note, chocolate; a brief wave of smoke drifts across the palate, caramel malt and a touch of espresso bitterness balancing the sweetness.
Rich and smooth full creamy mouthfeel with a hint of boozy heat - wonderfully bittersweet. Wish more had followed me home."
3371,crm871,Imperial Stout,4.23,"Look: Poured from 12 oz bottle into a snifter. Midnight black with a creamy burnt amber head. Wonderful looking beer.

Smell: Roasted coffee beans, malts, caramel, dark chocolate.

Taste: Chocolate, cacao, malts, coffee. Also getting some dried fruits - possibly cranberry or cherry.

Feel: Creamy thick mouthfeel, this thing just rips as it goes down. Has a dark feel to it (literally and figuratively), great for sipping with a book. Gets better as it warms.

Overall: One of the best Russian Imperial Stouts you can find pretty widely available, highly recommend. If dark evil beers are your thing, pick this up."
3372,chum_husk,Imperial Stout,4.24,"12oz bottle. This thing has been aged in the mini-fridge for 5+ years and now is the time to crack this sucker

It still has a decent amount of carbonation and a nice little ring of foam. It was meant to age, this is telling me. Smells like coffee, alcohol, chocolate, and hops. Prominent alcohol flavor, even at chilled temps and with the age on it. This was a bad boy back in the day, I bet. Tons of cocoa powder and a honey malt backing that compliments and stands up to the choco malt and alcohol flavors that come close to dominating"
3373,AdmiralOzone,Blind Pig,4.37,"Pours clear honey gold/amber with a thick white head that grudgingly falls away leaving generous lacing. Aroma is mild, earthy hops and some citrus. Flavor follows the nose, a touch sweet in front with a nice hoppy finish. Feel is light bodied and adequately carbonated. Overall, excellent."
3374,JacobusFavier23,Blind Pig,4.1,"L- Pours a golden colored bubbly beer with a nice solid frothy head that results in solid lacing around the edge of the glass.
S-Resin, pine, sweet malt, floral notes, peach, citrus–mainly grapefruit and some earth. 
T-The flavor is fresh and crisp. Solid notes of citrus and pine, a solid earthy backbone, malt, and a rewarding bitter bite towards the end. This beer does a really fine job of balancing sweetness and bitterness.
F-Really solid fizzy bite with a nice dry finish on the mouthfeel.
O-Just a really good West Coast IPA. Out of this one and Pliny, I'd probably side with the latter, but this is still very enjoyable. Glad I tried it."
3375,LifesAnesthesia,Blind Pig,4.58,"L - Pale yellow with a frothy white head that sticks around a bit, leaving behind a nice cap and a good amount of lacing
S - Fresh piney, floral hops, citrus, and malt 
T - follows the nose - tons of fresh piney, floral, butter hops up front and throughout intermixed well with cracker malt and citrus - good amount of grapefruit 
F - medium bodied with moderate carbonation. Refreshing 
O - a pretty solid all around IPA"
3376,TheWaySheGoes,Blind Pig,4.47,"Great lacing upon pouring. Lot of subtle flavors going on. Orange, grapefruit, pine needles, and breadiness from the malt comes through. I can see why some prefer this to Pliny. Almost like the Focal Banger to the Heady Topper. Balance between the sweetness and bitterness is fantastic."
3377,Act25,Blind Pig,4.43,"Cannot believe I havent enjoyed this classic before now. Bought WFM Mill Valley near the source bottled 30 days ago, in heavy glass. 
A) A finger FULL of white head with great retention and lasting lacing. Golden body, chill haze. 
S) SEE-saw of melon, woods, pine, lemon, peach, white pepper. 
T) Follows aroma, round peach and melon notes. perfect zesty bitter finale. 
F) Lots of mouth textures and sensations, punchy, bitter, cleansing. 
O) Deservedly classic in direction of OG IPAs and Dales Pale Ale but better."
3378,ivanbrew,Blind Pig,5,This beer is very similar to P the elder I think it’s just a bit more bitter
3379,LottaScrewingAround,Blind Pig,4.21,"A very nice piney IPA. Soft and not too aggressive on the tongue. Overall, I’d recommend."
3380,NickSMpls,Blind Pig,4.23,"Nose is woody and piney, rising from a light straw-color body. Light head, good lacing. Upfront bitterness which lingers well into the finish. Taste is very dry, malt is well into the background. Very much an IPA, start to finish. Very well crafted, nary a flaw to be found."
3381,buschbeer,Blind Pig,4.03,"1 PINT, 1.25 FL. OZ. bottle
Served in a nonic pint glass

This beer pours a clear golden hue. It is topped with a couple inches of off-white head that leaves rings of lacing as I consume.

Mild resin aroma. Pine. Otherwise, it smells clean.

Grapefruit and pine flavor. It is mild. Slightly bitter finish with a little lingering bitterness.

Medium bodied with a pillowy mouthfeel

Solid west coast IPA."
3382,mushroomcloud,Blind Pig,4.25,"17.25oz bottled 7-19-23, opened 9-4-23. 
2 finger white head with great retention and full lacing as it recedes to a solid cap. 
Golden IPA body with a bit of chill haze. 
Aromas of peach, melon, some pine and lemon. Vibrant and clean. 
Flavors follow very closely to the aroma - lemon, peach...a little zestier with some citrus rind bitterness.
Bright entry, medium body and carbonation. Solid bitter punch mid-palate and to late in the dry finish. 
Outstanding."
3383,Shiredave,Iris,4.3,"A yearly treat I have missed a few times. The first few years I had it there were subtle changes in malt depth and hop presence though always a less sour beer than expected
Tall, dense clotted head forms quickly and slumps slowly.
Sour notes explode with the tiny bubbles along with wiffs of ripe apple and crushed berries. 
Malt sweetness balances the tart acidity while grassy, earthy hop spice adds depth and character.
Finish is long and mildly sour with lingering hop bitterness."
3384,5toutman75,Iris,4.4,I love the color of this beer. The carbonation is absolutely perfect and head remains after a vigorous pour. I get more funk on the nose than on the pallet. I wish it had more to taste. On the pallet it’s complex but I’ve had other beers with more. Overall a great beer and worth getting again if I can get it at a good price. I would love to age this and see how it changes.
3385,JohnnyHopps,Iris,4.33,"Appearance - The beer poured a hazy shade of amber his a huge bubbly white head. This beer could not wait to get out of the bottle!

Smell - The nose was like a rustic dry sour presence with a definite green apple presence. 

Taste - The profile was pleasantly Earthy. It initially had a floral quality that brought to mind herbal tea. Also included were notes of oak, lime, and green apples. The sour notes were steady, not screaming for attention or melting dental fixtures. The beer had a nice dry finish. 

Mouthfeel - After the head finished rising, the carbonation was only moderately intense. 

Overall - This was a solid lambic, though not necessarily one I would seek again."
3386,Holderness,Iris,4.33,"2021 bottling. Medium amber in the glass with some haziness and a finger of dense off-white head that retains fairly well and leaves minimal lacing. The maltiness here is quite unique indeed, almost like a Flanders Red -- getting some toastiness and cherry pie notes in the aromas and flavors. Moderately acetic with a fluffy and lively effervescence. The hops impart a lightly bitter herbal flavor, but it's not too overwhelming and compliments the oaky barrel character. Happy new year!

87/100"
